36  ,AL,Jackson                                         ,"53,227"   ,34.763522°,–85.977400° 
37  ,AL,Jefferson                                       ,"658,466"  ,33.553444°,–86.896536° 
38  ,AL,Lamar                                           ,"14,564"   ,33.787085°,–88.087431° 
39  ,AL,Lauderdale                                      ,"92,709"   ,34.904122°,–87.650997° 
40  ,AL,Lawrence                                        ,"34,339"   ,34.529776°,–87.321865° 
41  ,AL,Lee                                             ,"140,247"  ,32.604064°,–85.353048° 
42  ,AL,Limestone                                       ,"82,782"   ,34.810239°,–86.981400° 
43  ,AL,Lowndes                                         ,"11,299"   ,32.147888°,–86.650586° 
44  ,AL,Macon                                           ,"21,452"   ,32.387027°,–85.692887° 
45  ,AL,Madison                                         ,"334,811"  ,34.764238°,–86.551080° 
46  ,AL,Marengo                                         ,"21,027"   ,32.247591°,–87.791091° 
47  ,AL,Marion                                          ,"30,776"   ,34.138219°,–87.881551° 
48  ,AL,Marshall                                        ,"93,019"   ,34.309564°,–86.321668° 
49  ,AL,Mobile                                          ,"412,992"  ,30.684573°,–88.196568° 
50  ,AL,Monroe                                          ,"23,068"   ,31.580332°,–87.383266° 
51  ,AL,Montgomery                                      ,"229,363"  ,32.203651°,–86.203831° 
52  ,AL,Morgan                                          ,"119,490"  ,34.454484°,–86.846402° 
53  ,AL,Perry                                           ,"10,591"   ,32.639005°,–87.293827° 
54  ,AL,Pickens                                         ,"19,746"   ,33.296809°,–88.096878° 
55  ,AL,Pike                                            ,"32,899"   ,31.798726°,–85.941997° 
56  ,AL,Randolph                                        ,"22,913"   ,33.296475°,–85.464068° 
57  ,AL,Russell                                         ,"52,947"   ,32.289811°,–85.186980° 
58  ,AL,St. Clair                                       ,"83,593"   ,33.712963°,–86.315663° 
59  ,AL,Shelby                                          ,"195,085"  ,33.262937°,–86.678104° 
60  ,AL,Sumter                                          ,"13,763"   ,32.597481°,–88.200057° 
61  ,AL,Talladega                                       ,"82,291"   ,33.369277°,–86.175805° 
62  ,AL,Tallapoosa                                      ,"41,616"   ,32.863369°,–85.799553° 
63  ,AL,Tuscaloosa                                      ,"194,656"  ,33.290202°,–87.522860° 
64  ,AL,Walker                                          ,"67,023"   ,33.791571°,–87.301092° 
65  ,AL,Washington                                      ,"17,581"   ,31.406974°,–88.202078° 
66  ,AL,Wilcox                                          ,"11,670"   ,31.990330°,–87.302205° 
67  ,AL,Winston                                         ,"24,484"   ,34.155888°,–87.364147° 
68  ,AK,Aleutians East                                  ,"3,141"    ,55.243722°,–161.950749°
69  ,AK,Aleutians West                                  ,"5,561"    ,51.959447°,–178.338813°
70  ,AK,Anchorage                                       ,"291,826"  ,61.177549°,–149.274354°
71  ,AK,Bethel                                          ,"17,013"   ,60.928916°,–160.153350°
72  ,AK,Bristol Bay                                     ,997        ,58.731373°,–156.986612°
73  ,AK,Denali                                          ,"1,826"    ,63.682732°,–150.026719°
74  ,AK,Dillingham                                      ,"4,847"    ,59.824816°,–158.602233°
75  ,AK,Fairbanks North Star                            ,"97,581"   ,64.690832°,–146.599867°
76  ,AK,Haines                                          ,"2,508"    ,59.099905°,–135.578102°
77  ,AK,Hoonah-Angoon                                   ,"2,150"    ,58.076434°,–135.185100°
78  ,AK,Juneau                                          ,"31,275"   ,58.372700°,–134.178781°
79  ,AK,Kenai Peninsula                                 ,"55,400"   ,60.366373°,–152.321973°
80  ,AK,Ketchikan Gateway                               ,"13,477"   ,55.449938°,–131.106685°
81  ,AK,Kodiak Island                                   ,"13,592"   ,57.553611°,–153.630911°
82  ,AK,Lake and Peninsula                              ,"1,631"    ,58.205065°,–156.705188°
83  ,AK,Matanuska-Susitna                               ,"88,995"   ,62.182174°,–149.407974°
84  ,AK,Nome                                            ,"9,492"    ,64.783686°,–164.188912°
85  ,AK,North Slope                                     ,"9,430"    ,69.449343°,–153.472830°
86  ,AK,Northwest Arctic                                ,"7,523"    ,67.005066°,–160.021086°
87  ,AK,Petersburg                                      ,"3,815"    ,56.639612°,–133.527996°
88  ,AK,Prince of Wales-Hyder                           ,"5,559"    ,55.415683°,–132.875734°
89  ,AK,Sitka                                           ,"8,881"    ,57.142509°,–135.332624°
90  ,AK,Skagway                                         ,968        ,59.575097°,–135.335418°
91  ,AK,Southeast Fairbanks                             ,"7,029"    ,63.864997°,–143.218628°
92  ,AK,Valdez-Cordova                                  ,"9,636"    ,61.349840°,–145.023141°
93  ,AK,Wade Hampton                                    ,"7,459"    ,62.283174°,–163.190950°
94  ,AK,Wrangell                                        ,"2,369"    ,56.279121°,–132.040326°
95  ,AK,Yakutat                                         ,662        ,59.999083°,–140.239593°
96  ,AK,Yukon-Koyukuk                                   ,"5,588"    ,65.376131°,–151.576855°
97  ,AZ,Apache                                          ,"71,518"   ,35.385845°,–109.493747°
98  ,AZ,Cochise                                         ,"131,346"  ,31.881793°,–109.754120°
99  ,AZ,Coconino                                        ,"134,421"  ,35.829692°,–111.773728°
100 ,AZ,Gila                                            ,"53,597"   ,33.789618°,–110.811870°
101 ,AZ,Graham                                          ,"37,220"   ,32.931828°,–109.878310°
102 ,AZ,Greenlee                                        ,"8,437"    ,33.238872°,–109.242323°
103 ,AZ,La Paz                                          ,"20,489"   ,33.727625°,–114.038793°
104 ,AZ,Maricopa                                        ,"3,817,117",33.346541°,–112.495534°
105 ,AZ,Mohave                                          ,"200,186"  ,35.717705°,–113.749689°
106 ,AZ,Navajo                                          ,"107,449"  ,35.390934°,–110.320908°
107 ,AZ,Pima                                            ,"980,263"  ,32.128237°,–111.783018°
108 ,AZ,Pinal                                           ,"375,770"  ,32.918910°,–111.367257°
109 ,AZ,Santa Cruz                                      ,"47,420"   ,31.525904°,–110.845190°
110 ,AZ,Yavapai                                         ,"211,033"  ,34.630044°,–112.573745°
111 ,AZ,Yuma                                            ,"195,751"  ,32.773942°,–113.910905°
112 ,AR,Arkansas                                        ,"19,019"   ,34.289574°,–91.376547° 
113 ,AR,Ashley                                          ,"21,853"   ,33.190835°,–91.772267° 
114 ,AR,Baxter                                          ,"41,513"   ,36.280710°,–92.330438° 
115 ,AR,Benton                                          ,"221,339"  ,36.337825°,–94.256187° 
116 ,AR,Boone                                           ,"36,903"   ,36.304308°,–93.079204° 
117 ,AR,Bradley                                         ,"11,508"   ,33.463819°,–92.168164° 
118 ,AR,Calhoun                                         ,"5,368"    ,33.560460°,–92.513879° 
119 ,AR,Carroll                                         ,"27,446"   ,36.337774°,–93.541663° 
120 ,AR,Chicot                                          ,"11,800"   ,33.267139°,–91.297158° 
121 ,AR,Clark                                           ,"22,995"   ,34.053312°,–93.176205° 
122 ,AR,Clay                                            ,"16,083"   ,36.367302°,–90.418704° 
123 ,AR,Cleburne                                        ,"25,970"   ,35.566288°,–92.059974° 
124 ,AR,Cleveland                                       ,"8,689"    ,33.893201°,–92.188714° 
125 ,AR,Columbia                                        ,"24,552"   ,33.215070°,–93.226901° 
126 ,AR,Conway                                          ,"21,273"   ,35.265702°,–92.689248° 
127 ,AR,Craighead                                       ,"96,443"   ,35.828268°,–90.630411° 
128 ,AR,Crawford                                        ,"61,948"   ,35.583041°,–94.236224° 
129 ,AR,Crittenden                                      ,"50,902"   ,35.211878°,–90.315331° 
130 ,AR,Cross                                           ,"17,870"   ,35.291259°,–90.773894° 
131 ,AR,Dallas                                          ,"8,116"    ,33.967823°,–92.653999° 
132 ,AR,Desha                                           ,"13,008"   ,33.828748°,–91.244427° 
133 ,AR,Drew                                            ,"18,509"   ,33.587242°,–91.722778° 
134 ,AR,Faulkner                                        ,"113,237"  ,35.146356°,–92.324654° 
135 ,AR,Franklin                                        ,"18,125"   ,35.508573°,–93.887672° 
136 ,AR,Fulton                                          ,"12,245"   ,36.383443°,–91.819239° 
137 ,AR,Garland                                         ,"96,024"   ,34.578861°,–93.146915° 
138 ,AR,Grant                                           ,"17,853"   ,34.288063°,–92.423984° 
139 ,AR,Greene                                          ,"42,090"   ,36.119922°,–90.565241° 
140 ,AR,Hempstead                                       ,"22,609"   ,33.728611°,–93.665809° 
141 ,AR,Hot Spring                                      ,"32,923"   ,34.315177°,–92.944147° 
142 ,AR,Howard                                          ,"13,789"   ,34.083179°,–93.990988° 
143 ,AR,Independence                                    ,"36,647"   ,35.737499°,–91.559942° 
144 ,AR,Izard                                           ,"13,696"   ,36.094879°,–91.913625° 
145 ,AR,Jackson                                         ,"17,997"   ,35.596605°,–91.223178° 
146 ,AR,Jefferson                                       ,"77,435"   ,34.277696°,–91.930701° 
147 ,AR,Johnson                                         ,"25,540"   ,35.573359°,–93.466322° 
148 ,AR,Lafayette                                       ,"7,645"    ,33.240660°,–93.611643° 
149 ,AR,Lawrence                                        ,"17,415"   ,36.041098°,–91.101153° 
150 ,AR,Lee                                             ,"10,424"   ,34.779750°,–90.779288° 
151 ,AR,Lincoln                                         ,"14,134"   ,33.957665°,–91.727624° 
152 ,AR,Little River                                    ,"13,171"   ,33.699497°,–94.229774° 
153 ,AR,Logan                                           ,"22,353"   ,35.218550°,–93.720563° 
154 ,AR,Lonoke                                          ,"68,356"   ,34.755114°,–91.894132° 
155 ,AR,Madison                                         ,"15,717"   ,36.012545°,–93.724053° 
156 ,AR,Marion                                          ,"16,653"   ,36.266656°,–92.678588° 
157 ,AR,Miller                                          ,"43,462"   ,33.305505°,–93.901509° 
158 ,AR,Mississippi                                     ,"46,480"   ,35.766943°,–90.052209° 
159 ,AR,Monroe                                          ,"8,149"    ,34.679513°,–91.203314° 
160 ,AR,Montgomery                                      ,"9,487"    ,34.545652°,–93.664147° 
161 ,AR,Nevada                                          ,"8,997"    ,33.666699°,–93.305072° 
162 ,AR,Newton                                          ,"8,330"    ,35.910063°,–93.215084° 
163 ,AR,Ouachita                                        ,"26,120"   ,33.591158°,–92.878418° 
164 ,AR,Perry                                           ,"10,445"   ,34.946363°,–92.926877° 
165 ,AR,Phillips                                        ,"21,757"   ,34.425842°,–90.848386° 
166 ,AR,Pike                                            ,"11,291"   ,34.158191°,–93.658659° 
167 ,AR,Poinsett                                        ,"24,583"   ,35.568981°,–90.680595° 
168 ,AR,Polk                                            ,"20,662"   ,34.490915°,–94.230884° 
169 ,AR,Pope                                            ,"61,754"   ,35.455297°,–93.031535° 
170 ,AR,Prairie                                         ,"8,715"    ,34.828225°,–91.557200° 
171 ,AR,Pulaski                                         ,"382,748"  ,34.773988°,–92.316515° 
172 ,AR,Randolph                                        ,"17,969"   ,36.341299°,–91.028441° 
173 ,AR,St. Francis                                     ,"28,258"   ,35.014438°,–90.742199° 
174 ,AR,Saline                                          ,"107,118"  ,34.648525°,–92.674463° 
175 ,AR,Scott                                           ,"11,233"   ,34.858869°,–94.063641° 
176 ,AR,Searcy                                          ,"8,195"    ,35.909660°,–92.699351° 
177 ,AR,Sebastian                                       ,"125,744"  ,35.196981°,–94.274989° 
178 ,AR,Sevier                                          ,"17,058"   ,33.994608°,–94.243290° 
179 ,AR,Sharp                                           ,"17,264"   ,36.173399°,–91.471069° 
180 ,AR,Stone                                           ,"12,394"   ,35.856989°,–92.140494° 
181 ,AR,Union                                           ,"41,639"   ,33.168219°,–92.598145° 
182 ,AR,Van Buren                                       ,"17,295"   ,35.582959°,–92.515977° 
183 ,AR,Washington                                      ,"203,065"  ,35.971209°,–94.218417° 
184 ,AR,White                                           ,"77,076"   ,35.254722°,–91.753158° 
185 ,AR,Woodruff                                        ,"7,260"    ,35.189071°,–91.244418° 
186 ,AR,Yell                                            ,"22,185"   ,34.997713°,–93.408303° 
187 ,CA,Alameda                                         ,"1,510,271",37.648081°,–121.913304°
188 ,CA,Alpine                                          ,"1,175"    ,38.617610°,–119.798999°
189 ,CA,Amador                                          ,"38,091"   ,38.443550°,–120.653856°
190 ,CA,Butte                                           ,"220,000"  ,39.665959°,–121.601919°
191 ,CA,Calaveras                                       ,"45,578"   ,38.187844°,–120.555115°
192 ,CA,Colusa                                          ,"21,419"   ,39.177739°,–122.237563°
193 ,CA,Contra Costa                                    ,"1,049,025",37.919479°,–121.951543°
194 ,CA,Del Norte                                       ,"28,610"   ,41.749903°,–123.980998°
195 ,CA,El Dorado                                       ,"181,058"  ,38.785532°,–120.534398°
196 ,CA,Fresno                                          ,"930,450"  ,36.761006°,–119.655019°
197 ,CA,Glenn                                           ,"28,122"   ,39.602546°,–122.401700°
198 ,CA,Humboldt                                        ,"134,623"  ,40.706673°,–123.925818°
199 ,CA,Imperial                                        ,"174,528"  ,33.040816°,–115.355395°
200 ,CA,Inyo                                            ,"18,546"   ,36.561977°,–117.403927°
201 ,CA,Kern                                            ,"839,631"  ,35.346629°,–118.729506°
202 ,CA,Kings                                           ,"152,982"  ,36.072478°,–119.815530°
203 ,CA,Lake                                            ,"64,665"   ,39.094802°,–122.746757°
204 ,CA,Lassen                                          ,"34,895"   ,40.721089°,–120.629931°
205 ,CA,Los Angeles                                     ,"9,818,605",34.196398°,–118.261862°
206 ,CA,Madera                                          ,"150,865"  ,37.210039°,–119.749852°
207 ,CA,Marin                                           ,"252,409"  ,38.051817°,–122.745974°
208 ,CA,Mariposa                                        ,"18,251"   ,37.570034°,–119.912860°
209 ,CA,Mendocino                                       ,"87,841"   ,39.432388°,–123.442881°
210 ,CA,Merced                                          ,"255,793"  ,37.194806°,–120.722802°
211 ,CA,Modoc                                           ,"9,686"    ,41.592919°,–120.718370°
212 ,CA,Mono                                            ,"14,202"   ,37.915836°,–118.875167°
213 ,CA,Monterey                                        ,"415,057"  ,36.240107°,–121.315573°
214 ,CA,Napa                                            ,"136,484"  ,38.507351°,–122.325995°
215 ,CA,Nevada                                          ,"98,764"   ,39.295191°,–120.773446°
216 ,CA,Orange                                          ,"3,010,232",33.675687°,–117.777207°
217 ,CA,Placer                                          ,"348,432"  ,39.062032°,–120.722718°
218 ,CA,Plumas                                          ,"20,007"   ,39.995170°,–120.829516°
219 ,CA,Riverside                                       ,"2,189,641",33.729828°,–116.002239°
220 ,CA,Sacramento                                      ,"1,418,788",38.450011°,–121.340441°
221 ,CA,San Benito                                      ,"55,269"   ,36.610702°,–121.085296°
222 ,CA,San Bernardino                                  ,"2,035,210",34.857220°,–116.181197°
223 ,CA,San Diego                                       ,"3,095,313",33.023604°,–116.776117°
224 ,CA,San Francisco                                   ,"805,235"  ,37.727239°,–123.032229°
225 ,CA,San Joaquin                                     ,"685,306"  ,37.935034°,–121.272237°
226 ,CA,San Luis Obispo                                 ,"269,637"  ,35.385227°,–120.447540°
227 ,CA,San Mateo                                       ,"718,451"  ,37.414664°,–122.371542°
228 ,CA,Santa Barbara                                   ,"423,895"  ,34.537378°,–120.038485°
229 ,CA,Santa Clara                                     ,"1,781,642",37.220777°,–121.690622°
230 ,CA,Santa Cruz                                      ,"262,382"  ,37.012488°,–122.007205°
231 ,CA,Shasta                                          ,"177,223"  ,40.760522°,–122.043550°
232 ,CA,Sierra                                          ,"3,240"    ,39.576925°,–120.521993°
233 ,CA,Siskiyou                                        ,"44,900"   ,41.587986°,–122.533287°
234 ,CA,Solano                                          ,"413,344"  ,38.267226°,–121.939594°
235 ,CA,Sonoma                                          ,"483,878"  ,38.532574°,–122.945194°
236 ,CA,Stanislaus                                      ,"514,453"  ,37.562384°,–121.002656°
237 ,CA,Sutter                                          ,"94,737"   ,39.035257°,–121.702758°
238 ,CA,Tehama                                          ,"63,463"   ,40.126156°,–122.232276°
239 ,CA,Trinity                                         ,"13,786"   ,40.647724°,–123.114404°
240 ,CA,Tulare                                          ,"442,179"  ,36.230453°,–118.780542°
241 ,CA,Tuolumne                                        ,"55,365"   ,38.021451°,–119.964708°
242 ,CA,Ventura                                         ,"823,318"  ,34.358742°,–119.133143°
243 ,CA,Yolo                                            ,"200,849"  ,38.679268°,–121.903178°
244 ,CA,Yuba                                            ,"72,155"   ,39.270026°,–121.344280°
245 ,CO,Adams                                           ,"441,603"  ,39.874325°,–104.331872°
246 ,CO,Alamosa                                         ,"15,445"   ,37.568442°,–105.788041°
247 ,CO,Arapahoe                                        ,"572,003"  ,39.644632°,–104.331733°
248 ,CO,Archuleta                                       ,"12,084"   ,37.202395°,–107.050863°
249 ,CO,Baca                                            ,"3,788"    ,37.303144°,–102.535457°
250 ,CO,Bent                                            ,"6,499"    ,37.931891°,–103.077584°
251 ,CO,Boulder                                         ,"294,567"  ,40.094826°,–105.398382°
252 ,CO,Broomfield                                      ,"55,889"   ,39.953383°,–105.052125°
253 ,CO,Chaffee                                         ,"17,809"   ,38.738246°,–106.316972°
254 ,CO,Cheyenne                                        ,"1,836"    ,38.835387°,–102.604585°
255 ,CO,Clear Creek                                     ,"9,088"    ,39.689403°,–105.670791°
256 ,CO,Conejos                                         ,"8,256"    ,37.213407°,–106.176447°
257 ,CO,Costilla                                        ,"3,524"    ,37.277547°,–105.428940°
258 ,CO,Crowley                                         ,"5,823"    ,38.321956°,–103.787562°
259 ,CO,Custer                                          ,"4,255"    ,38.101994°,–105.373515°
260 ,CO,Delta                                           ,"30,952"   ,38.861756°,–107.864757°
261 ,CO,Denver                                          ,"600,158"  ,39.761849°,–104.880625°
262 ,CO,Dolores                                         ,"2,064"    ,37.747602°,–108.530383°
263 ,CO,Douglas                                         ,"285,465"  ,39.326435°,–104.926199°
264 ,CO,Eagle                                           ,"52,197"   ,39.630638°,–106.692944°
265 ,CO,Elbert                                          ,"23,086"   ,39.310817°,–104.117928°
266 ,CO,El Paso                                         ,"622,263"  ,38.827383°,–104.527472°
267 ,CO,Fremont                                         ,"46,824"   ,38.455658°,–105.421438°
268 ,CO,Garfield                                        ,"56,389"   ,39.599352°,–107.909780°
269 ,CO,Gilpin                                          ,"5,441"    ,39.861082°,–105.528947°
270 ,CO,Grand                                           ,"14,843"   ,40.123289°,–106.095876°
271 ,CO,Gunnison                                        ,"15,324"   ,38.669679°,–107.078108°
272 ,CO,Hinsdale                                        ,843        ,37.811625°,–107.383405°
273 ,CO,Huerfano                                        ,"6,711"    ,37.687815°,–104.959928°
274 ,CO,Jackson                                         ,"1,394"    ,40.663432°,–106.329248°
275 ,CO,Jefferson                                       ,"534,543"  ,39.586460°,–105.245601°
276 ,CO,Kiowa                                           ,"1,398"    ,38.388466°,–102.756210°
277 ,CO,Kit Carson                                      ,"8,270"    ,39.305340°,–102.603023°
278 ,CO,Lake                                            ,"7,310"    ,39.204316°,–106.349696°
279 ,CO,La Plata                                        ,"51,334"   ,37.287367°,–107.839718°
280 ,CO,Larimer                                         ,"299,630"  ,40.663091°,–105.482131°
281 ,CO,Las Animas                                      ,"15,507"   ,37.318831°,–104.044110°
282 ,CO,Lincoln                                         ,"5,467"    ,38.993740°,–103.507555°
283 ,CO,Logan                                           ,"22,709"   ,40.728091°,–103.090464°
284 ,CO,Mesa                                            ,"146,723"  ,39.019492°,–108.461837°
285 ,CO,Mineral                                         ,712        ,37.651478°,–106.932300°
286 ,CO,Moffat                                          ,"13,795"   ,40.573984°,–108.204521°
287 ,CO,Montezuma                                       ,"25,535"   ,37.338025°,–108.595786°
288 ,CO,Montrose                                        ,"41,276"   ,38.413427°,–108.263042°
289 ,CO,Morgan                                          ,"28,159"   ,40.262354°,–103.807092°
290 ,CO,Otero                                           ,"18,831"   ,37.884170°,–103.721260°
291 ,CO,Ouray                                           ,"4,436"    ,38.150600°,–107.767133°
292 ,CO,Park                                            ,"16,206"   ,39.118914°,–105.717648°
293 ,CO,Phillips                                        ,"4,442"    ,40.594712°,–102.345105°
294 ,CO,Pitkin                                          ,"17,148"   ,39.217533°,–106.915943°
295 ,CO,Prowers                                         ,"12,551"   ,37.958181°,–102.392161°
296 ,CO,Pueblo                                          ,"159,063"  ,38.170658°,–104.489893°
297 ,CO,Rio Blanco                                      ,"6,666"    ,39.972606°,–108.200685°
298 ,CO,Rio Grande                                      ,"11,982"   ,37.485763°,–106.453214°
299 ,CO,Routt                                           ,"23,509"   ,40.483160°,–106.985289°
300 ,CO,Saguache                                        ,"6,108"    ,38.033952°,–106.246675°
301 ,CO,San Juan                                        ,699        ,37.781075°,–107.670257°
302 ,CO,San Miguel                                      ,"7,359"    ,38.009374°,–108.427326°
303 ,CO,Sedgwick                                        ,"2,379"    ,40.871568°,–102.355358°
304 ,CO,Summit                                          ,"27,994"   ,39.621023°,–106.137555°
305 ,CO,Teller                                          ,"23,350"   ,38.871994°,–105.182552°
306 ,CO,Washington                                      ,"4,814"    ,39.965413°,–103.209605°
307 ,CO,Weld                                            ,"252,825"  ,40.555794°,–104.383649°
308 ,CO,Yuma                                            ,"10,043"   ,40.000631°,–102.422649°
309 ,CT,Fairfield                                       ,"916,829"  ,41.228103°,–73.366757° 
310 ,CT,Hartford                                        ,"894,014"  ,41.806053°,–72.732916° 
311 ,CT,Litchfield                                      ,"189,927"  ,41.791897°,–73.235428° 
312 ,CT,Middlesex                                       ,"165,676"  ,41.434525°,–72.524227° 
313 ,CT,New Haven                                       ,"862,477"  ,41.349717°,–72.900204° 
314 ,CT,New London                                      ,"274,055"  ,41.478630°,–72.103452° 
315 ,CT,Tolland                                         ,"152,691"  ,41.858076°,–72.340977° 
316 ,CT,Windham                                         ,"118,428"  ,41.824999°,–71.990702° 
317 ,DE,Kent                                            ,"162,310"  ,39.097088°,–75.502982° 
318 ,DE,New Castle                                      ,"538,479"  ,39.575915°,–75.644132° 
319 ,DE,Sussex                                          ,"197,145"  ,38.677511°,–75.335495° 
320 ,DC,District of Columbia                            ,"601,723"  ,38.904149°,–77.017094° 
321 ,FL,Alachua                                         ,"247,336"  ,29.675740°,–82.357221° 
322 ,FL,Baker                                           ,"27,115"   ,30.324442°,–82.302284° 
323 ,FL,Bay                                             ,"168,852"  ,30.237563°,–85.631348° 
324 ,FL,Bradford                                        ,"28,520"   ,29.946934°,–82.166796° 
325 ,FL,Brevard                                         ,"543,376"  ,28.298276°,–80.700384° 
326 ,FL,Broward                                         ,"1,748,066",26.193520°,–80.476658° 
327 ,FL,Calhoun                                         ,"14,625"   ,30.388801°,–85.197916° 
328 ,FL,Charlotte                                       ,"159,978"  ,26.868826°,–81.940858° 
329 ,FL,Citrus                                          ,"141,236"  ,28.843628°,–82.524796° 
330 ,FL,Clay                                            ,"190,865"  ,29.987116°,–81.858147° 
331 ,FL,Collier                                         ,"321,520"  ,26.11871  ,–81.400884° 
332 ,FL,Columbia                                        ,"67,531"   ,30.221305°,–82.623127° 
333 ,FL,DeSoto                                          ,"34,862"   ,27.19058  ,–81.806253° 
334 ,FL,Dixie                                           ,"16,422"   ,29.580899°,–83.195666° 
335 ,FL,Duval                                           ,"864,263"  ,30.335245°,–81.648113° 
336 ,FL,Escambia                                        ,"297,619"  ,30.611664°,–87.339040° 
337 ,FL,Flagler                                         ,"95,696"   ,29.474894°,–81.286362° 
338 ,FL,Franklin                                        ,"11,549"   ,29.810176°,–84.799174° 
339 ,FL,Gadsden                                         ,"46,389"   ,30.579170°,–84.612783° 
340 ,FL,Gilchrist                                       ,"16,939"   ,29.72345  ,–82.795801° 
341 ,FL,Glades                                          ,"12,884"   ,26.954810°,–81.190820° 
342 ,FL,Gulf                                            ,"15,863"   ,29.907257°,–85.256537° 
343 ,FL,Hamilton                                        ,"14,799"   ,30.491102°,–82.951049° 
344 ,FL,Hardee                                          ,"27,731"   ,27.492846°,–81.821580° 
345 ,FL,Hendry                                          ,"39,140"   ,26.539340°,–81.151584° 
346 ,FL,Hernando                                        ,"172,778"  ,28.567911°,–82.464835° 
347 ,FL,Highlands                                       ,"98,786"   ,27.342627°,–81.340921° 
348 ,FL,Hillsborough                                    ,"1,229,226",27.906590°,–82.349568° 
349 ,FL,Holmes                                          ,"19,927"   ,30.866222°,–85.812959° 
350 ,FL,Indian River                                    ,"138,028"  ,27.700638°,–80.574803° 
351 ,FL,Jackson                                         ,"49,746"   ,30.787812°,–85.210374° 
352 ,FL,Jefferson                                       ,"14,761"   ,30.424558°,–83.890859° 
353 ,FL,Lafayette                                       ,"8,870"    ,29.990066°,–83.178510° 
354 ,FL,Lake                                            ,"297,052"  ,28.764113°,–81.712282° 
355 ,FL,Lee                                             ,"618,754"  ,26.552134°,–81.892250° 
356 ,FL,Leon                                            ,"275,487"  ,30.459310°,–84.277800° 
357 ,FL,Levy                                            ,"40,801"   ,29.284409°,–82.783483° 
358 ,FL,Liberty                                         ,"8,365"    ,30.259849°,–84.868581° 
359 ,FL,Madison                                         ,"19,224"   ,30.447228°,–83.470437° 
360 ,FL,Manatee                                         ,"322,833"  ,27.481386°,–82.365784° 
361 ,FL,Marion                                          ,"331,298"  ,29.202805°,–82.043100° 
362 ,FL,Martin                                          ,"146,318"  ,27.079954°,–80.398211° 
363 ,FL,Miami-Dade                                      ,"2,496,435",25.610494°,–80.499045° 
364 ,FL,Monroe                                          ,"73,090"   ,25.601043°,–81.206777° 
365 ,FL,Nassau                                          ,"73,314"   ,30.605926°,–81.764929° 
366 ,FL,Okaloosa                                        ,"180,822"  ,30.665858°,–86.594194° 
367 ,FL,Okeechobee                                      ,"39,996"   ,27.385592°,–80.887388° 
368 ,FL,Orange                                          ,"1,145,956",28.514435°,–81.323295° 
369 ,FL,Osceola                                         ,"268,685"  ,28.059027°,–81.139312° 
370 ,FL,Palm Beach                                      ,"1,320,134",26.645763°,–80.448673° 
